Location,Duration (min),Time interval,Heuristics,Cuts,MIPFocus,AggFill,Obj (min),Time (s)
DHY-HLZ,60,22:00-23:00,0.001,2,1,1000,54,0.379
DHY-HLZ,60,22:00-23:00,0.005,3,1,1000,54,0.383
DHY-HLZ,60,22:00-23:00,0.5,3,0,1000,54,0.534
HLZ-XHY,60,06:00-07:00,0.005,0,1,0,19,13.807
HLZ-XHY,60,06:00-07:00,0.001,0,1,1,19,13.891
HLZ-XHY,60,06:00-07:00,0.5,0,0,-1,19,14.563
HLZ-XHY,60,06:00-07:00,0.1,0,1,0,19,14.615
HLZ-XHY,60,06:00-07:00,0.05,0,0,-1,19,14.67
HLZ-XHY,60,06:00-07:00,0.1,2,3,1000,19,14.765
HLZ-XHY,60,06:00-07:00,0.05,2,2,100,19,14.793
HLZ-XHY,60,06:00-07:00,0.05,1,2,1000,19,14.824
HLZ-XHY,60,08:00-09:00,0.001,0,1,1,160,16.458
HLZ-XHY,60,08:00-09:00,0.01,1,0,10,160,20.319
HLZ-XHY,60,08:00-09:00,0.1,0,1,10,160,20.322
HLZ-XHY,60,08:00-09:00,0.01,1,0,10,160,20.323
HLZ-XHY,60,08:00-09:00,0.001,2,1,10,160,20.941
HLZ-XHY,60,08:00-09:00,0.01,2,0,10,160,21.01
HLZ-XHY,60,08:00-09:00,0.05,1,1,-1,160,22.243
HLZ-XHY,60,08:00-09:00,0.01,2,0,-1,160,22.965
HLZ-XHY,60,08:30-09:30,0.01,-1,0,100,179,15.498
HLZ-XHY,60,08:30-09:30,0.001,0,1,0,179,15.724
HLZ-XHY,60,08:30-09:30,0.005,0,0,10,179,16.054
HLZ-XHY,60,08:30-09:30,0.005,0,0,100,179,16.236
HLZ-XHY,60,08:30-09:30,0.005,0,0,100,179,16.239
HLZ-XHY,60,08:30-09:30,0.0001,0,0,100,179,16.297
HLZ-XHY,60,08:30-09:30,0.0001,0,0,1000,179,16.404
HLZ-XHY,60,08:30-09:30,0.01,2,0,100,179,16.555
HLZ-XHY,60,09:00-10:00,0.01,0,0,0,144,16.525
HLZ-XHY,60,09:00-10:00,0.01,0,0,-1,144,16.586
HLZ-XHY,60,09:00-10:00,0.01,0,1,0,144,16.656
HLZ-XHY,60,09:00-10:00,0.5,0,0,10,144,16.713
HLZ-XHY,60,09:00-10:00,0.05,0,0,-1,144,17.649
HLZ-XHY,60,09:00-10:00,0.005,0,0,1000,144,17.805
HLZ-XHY,60,09:00-10:00,0.001,0,1,1000,144,17.891
HLZ-XHY,60,09:00-10:00,0.01,0,0,100,144,18.378
HLZ-XHY,60,09:30-10:30,0.01,0,1,1000,179,11.63
HLZ-XHY,60,09:30-10:30,0.0005,1,1,1000,179,11.909
HLZ-XHY,60,09:30-10:30,0.0005,1,0,100,179,11.953
HLZ-XHY,60,09:30-10:30,0.0005,2,1,100,179,12.489
HLZ-XHY,60,09:30-10:30,0.0005,2,0,1000,179,12.516
HLZ-XHY,60,09:30-10:30,0.005,2,1,1000,179,12.521
HLZ-XHY,60,09:30-10:30,0.0005,0,1,1,179,13.209
HLZ-XHY,60,09:30-10:30,0.0001,0,0,1,179,13.269
HLZ-XHY,60,10:00-11:00,0.1,0,0,1,171,14.37
HLZ-XHY,60,10:00-11:00,0.5,0,0,10,171,15.242
HLZ-XHY,60,10:00-11:00,0.1,0,0,10,171,15.251
HLZ-XHY,60,10:00-11:00,0.05,0,1,1000,171,16.247
HLZ-XHY,60,10:00-11:00,0.5,0,0,1000,171,16.431
HLZ-XHY,60,10:00-11:00,0.05,0,0,0,171,16.852
HLZ-XHY,60,10:00-11:00,0.05,-1,0,1000,171,16.987
HLZ-XHY,60,10:00-11:00,0.05,1,0,1000,171,17.09
HLZ-XHY,60,10:30-11:30,0.005,0,0,0,237,15.769
HLZ-XHY,60,10:30-11:30,0.005,0,1,-1,237,15.796
HLZ-XHY,60,10:30-11:30,0.001,0,0,-1,237,15.797
HLZ-XHY,60,10:30-11:30,0.0005,0,1,10,237,17.259
HLZ-XHY,60,10:30-11:30,0.001,0,1,10,237,17.322
HLZ-XHY,60,10:30-11:30,0.05,-1,1,1,237,22.573
HLZ-XHY,60,10:30-11:30,0.1,1,1,0,237,22.609
HLZ-XHY,60,10:30-11:30,0.1,1,0,100,237,23.534
HLZ-XHY,60,11:00-12:00,0.05,0,0,10,199,15.658
HLZ-XHY,60,11:00-12:00,0.1,-1,1,100,199,16.616
HLZ-XHY,60,11:00-12:00,0.5,0,0,10,199,17.097
HLZ-XHY,60,11:00-12:00,0.5,1,1,1000,199,17.224
HLZ-XHY,60,11:00-12:00,0.1,-1,0,0,199,22.093
HLZ-XHY,60,11:00-12:00,0.005,0,2,0,199,22.28
HLZ-XHY,60,11:00-12:00,0.001,0,2,-1,199,22.345
HLZ-XHY,60,11:00-12:00,0.01,0,2,1,199,22.422
HLZ-XHY,60,06:30-07:30,0.001,0,1,1,49,13.628
HLZ-XHY,60,06:30-07:30,0.01,0,0,0,49,13.705
HLZ-XHY,60,06:30-07:30,0.0001,0,0,-1,49,13.753
HLZ-XHY,60,06:30-07:30,0.1,0,1,1,49,14.441
HLZ-XHY,60,06:30-07:30,0.1,0,0,1,49,14.45
HLZ-XHY,60,06:30-07:30,0.1,0,0,-1,49,14.482
HLZ-XHY,60,06:30-07:30,0.5,0,1,1,49,14.489
HLZ-XHY,60,06:30-07:30,0.1,0,0,-1,49,14.54
HLZ-XHY,60,11:30-12:30,0.1,0,0,-1,287,14.41
HLZ-XHY,60,11:30-12:30,0.1,0,0,1,287,14.99
HLZ-XHY,60,11:30-12:30,0.5,0,1,0,287,16.589
HLZ-XHY,60,11:30-12:30,0.01,1,1,100,287,16.769
HLZ-XHY,60,11:30-12:30,0.01,1,1,-1,287,16.984
HLZ-XHY,60,11:30-12:30,0.1,1,1,100,287,19.964
HLZ-XHY,60,11:30-12:30,0.1,1,1,0,287,20.237
HLZ-XHY,60,11:30-12:30,0.0005,0,2,10,287,20.561
HLZ-XHY,60,12:00-13:00,0.01,0,1,0,244,9.462
HLZ-XHY,60,12:00-13:00,0.1,-1,0,100,244,11.602
HLZ-XHY,60,12:00-13:00,0.1,0,0,10,244,11.88
HLZ-XHY,60,12:00-13:00,0.1,0,0,10,244,11.998
HLZ-XHY,60,12:00-13:00,0.5,0,3,100,244,12.914
HLZ-XHY,60,12:00-13:00,0.5,1,0,100,244,12.92
HLZ-XHY,60,12:00-13:00,0.5,-1,0,1000,244,12.963
HLZ-XHY,60,12:00-13:00,0.5,-1,0,100,244,12.969
HLZ-XHY,60,12:30-13:30,0.0005,0,1,1,264,7.724
HLZ-XHY,60,12:30-13:30,0.005,0,0,-1,264,7.975
HLZ-XHY,60,12:30-13:30,0.01,0,0,10,264,8.404
HLZ-XHY,60,12:30-13:30,0.001,0,1,-1,264,8.602
HLZ-XHY,60,12:30-13:30,0.1,0,1,-1,264,9.329
HLZ-XHY,60,12:30-13:30,0.1,0,1,-1,264,9.331
HLZ-XHY,60,12:30-13:30,0.1,-1,0,1000,264,9.795
HLZ-XHY,60,12:30-13:30,0.5,1,0,100,264,10.141
HLZ-XHY,60,13:00-14:00,0.001,0,1,-1,183,7.071
HLZ-XHY,60,13:00-14:00,0.001,0,0,-1,183,7.082
HLZ-XHY,60,13:00-14:00,0.05,0,1,-1,183,7.339
HLZ-XHY,60,13:00-14:00,0.5,0,1,0,183,7.34
HLZ-XHY,60,13:00-14:00,0.1,0,1,1000,183,8.552
HLZ-XHY,60,13:00-14:00,0.05,0,1,100,183,8.618
HLZ-XHY,60,13:00-14:00,0.05,0,1,100,183,8.631
HLZ-XHY,60,13:00-14:00,0.005,0,2,0,183,9.249
HLZ-XHY,60,13:30-14:30,0.001,0,1,-1,278,4.805
HLZ-XHY,60,13:30-14:30,0.01,0,1,10,278,5.139
HLZ-XHY,60,13:30-14:30,0.05,0,1,0,278,5.452
HLZ-XHY,60,13:30-14:30,0.05,0,0,0,278,6.365
HLZ-XHY,60,13:30-14:30,0.001,1,0,0,278,7.342
HLZ-XHY,60,13:30-14:30,0.005,-1,1,0,278,7.462
HLZ-XHY,60,13:30-14:30,0.01,1,0,-1,278,7.578
HLZ-XHY,60,13:30-14:30,0.001,2,0,0,278,7.846
HLZ-XHY,60,14:00-15:00,0.001,0,0,1,176,4.779
HLZ-XHY,60,14:00-15:00,0.5,0,1,1,176,5.337
HLZ-XHY,60,14:00-15:00,0.005,0,0,0,176,5.516
HLZ-XHY,60,14:00-15:00,0.05,0,0,-1,176,5.731
HLZ-XHY,60,14:00-15:00,0.05,0,0,1000,176,5.921
HLZ-XHY,60,14:00-15:00,0.1,0,1,10,176,7.192
HLZ-XHY,60,14:00-15:00,0.001,-1,1,1,176,7.291
HLZ-XHY,60,14:00-15:00,0.005,2,0,1,176,7.357
HLZ-XHY,60,14:30-15:30,0.0001,0,0,0,238,4.892
HLZ-XHY,60,14:30-15:30,0.001,0,0,-1,238,4.915
HLZ-XHY,60,14:30-15:30,0.005,0,1,-1,238,4.916
HLZ-XHY,60,14:30-15:30,0.005,0,0,-1,238,4.967
HLZ-XHY,60,14:30-15:30,0.5,0,1,-1,238,4.989
HLZ-XHY,60,14:30-15:30,0.01,0,1,-1,238,5.014
HLZ-XHY,60,14:30-15:30,0.0001,0,0,1,238,5.024
HLZ-XHY,60,14:30-15:30,0.05,0,0,10,238,5.835
HLZ-XHY,60,15:00-16:00,0.001,0,1,100,218,3.653
HLZ-XHY,60,15:00-16:00,0.005,0,0,1,218,3.967
HLZ-XHY,60,15:00-16:00,0.005,0,0,10,218,4.298
HLZ-XHY,60,15:00-16:00,0.05,0,1,-1,218,4.351
HLZ-XHY,60,15:00-16:00,0.05,0,0,-1,218,4.476
HLZ-XHY,60,15:00-16:00,0.005,-1,1,10,218,5.049
HLZ-XHY,60,15:00-16:00,0.001,2,0,10,218,5.14
HLZ-XHY,60,15:00-16:00,0.1,1,1,1000,218,5.159
HLZ-XHY,60,15:30-16:30,0.001,2,1,100,126,1.975
HLZ-XHY,60,15:30-16:30,0.5,1,0,100,126,2.294
HLZ-XHY,60,15:30-16:30,0.1,2,0,100,126,2.299
HLZ-XHY,60,15:30-16:30,0.005,3,1,100,126,2.31
HLZ-XHY,60,15:30-16:30,0.0005,3,0,1000,126,2.313
HLZ-XHY,60,15:30-16:30,0.1,-1,1,1000,126,2.331
HLZ-XHY,60,15:30-16:30,0.1,2,1,100,126,2.347
HLZ-XHY,60,15:30-16:30,0.005,3,0,1000,126,2.376
HLZ-XHY,60,16:00-17:00,0.005,0,0,10,154,2.588
HLZ-XHY,60,16:00-17:00,0.005,0,0,0,154,2.622
HLZ-XHY,60,16:00-17:00,0.001,0,1,0,154,2.631
HLZ-XHY,60,16:00-17:00,0.01,0,0,10,154,2.678
HLZ-XHY,60,16:00-17:00,0.005,0,0,1,154,2.683
HLZ-XHY,60,16:00-17:00,0.01,0,1,1,154,2.706
HLZ-XHY,60,16:00-17:00,0.01,0,0,0,154,2.787
HLZ-XHY,60,16:00-17:00,0.5,0,0,-1,154,3.076
HLZ-XHY,60,07:00-08:00,0.001,0,1,10,58,13.752
HLZ-XHY,60,07:00-08:00,0.01,0,1,10,58,13.871
HLZ-XHY,60,07:00-08:00,0.001,0,0,-1,58,13.888
HLZ-XHY,60,07:00-08:00,0.005,0,1,-1,58,14.016
HLZ-XHY,60,07:00-08:00,0.1,0,1,0,58,14.891
HLZ-XHY,60,07:00-08:00,0.05,0,1,1,58,14.946
HLZ-XHY,60,07:00-08:00,0.005,-1,0,10,58,15.061
HLZ-XHY,60,07:00-08:00,0.05,0,1,10,58,15.096
HLZ-XHY,60,16:30-17:30,0.0001,0,1,-1,238,2.78
HLZ-XHY,60,16:30-17:30,0.5,0,0,1,238,2.883
HLZ-XHY,60,16:30-17:30,0.5,0,0,1,238,2.909
HLZ-XHY,60,16:30-17:30,0.001,0,1,1,238,3.282
HLZ-XHY,60,16:30-17:30,0.001,-1,1,0,238,3.453
HLZ-XHY,60,16:30-17:30,0.001,1,0,-1,238,3.471
HLZ-XHY,60,16:30-17:30,0.0001,1,0,0,238,3.505
HLZ-XHY,60,16:30-17:30,0.05,2,0,1,238,3.563
HLZ-XHY,60,17:00-18:00,0.5,0,1,1,182,2.658
HLZ-XHY,60,17:00-18:00,0.001,1,1,-1,182,2.877
HLZ-XHY,60,17:00-18:00,0.001,1,0,0,182,2.886
HLZ-XHY,60,17:00-18:00,0.005,-1,1,1,182,2.909
HLZ-XHY,60,17:00-18:00,0.005,2,1,10,182,2.923
HLZ-XHY,60,17:00-18:00,0.05,1,0,1,182,3.016
HLZ-XHY,60,17:00-18:00,0.01,-1,0,1,182,3.034
HLZ-XHY,60,17:00-18:00,0.01,2,1,0,182,3.059
HLZ-XHY,60,17:30-18:30,0.005,0,0,-1,208,1.694
HLZ-XHY,60,17:30-18:30,0.0001,0,0,-1,208,1.7
HLZ-XHY,60,17:30-18:30,0.001,0,1,-1,208,1.703
HLZ-XHY,60,17:30-18:30,0.005,0,1,0,208,1.726
HLZ-XHY,60,17:30-18:30,0.001,0,0,100,208,1.847
HLZ-XHY,60,17:30-18:30,0.1,0,0,1,208,1.931
HLZ-XHY,60,17:30-18:30,0.001,-1,0,1,208,2.003
HLZ-XHY,60,17:30-18:30,0.005,-1,1,1,208,2.015
HLZ-XHY,60,18:00-19:00,0.005,0,1,-1,168,1.442
HLZ-XHY,60,18:00-19:00,0.005,0,1,0,168,1.446
HLZ-XHY,60,18:00-19:00,0.01,0,1,-1,168,1.646
HLZ-XHY,60,18:00-19:00,0.001,0,0,10,168,1.677
HLZ-XHY,60,18:00-19:00,0.5,0,0,10,168,1.682
HLZ-XHY,60,18:00-19:00,0.1,0,0,-1,168,1.725
HLZ-XHY,60,18:00-19:00,0.01,0,1,1,168,1.738
HLZ-XHY,60,18:00-19:00,0.05,0,0,0,168,1.743
HLZ-XHY,60,18:30-19:30,0.0001,0,0,0,163,1.401
HLZ-XHY,60,18:30-19:30,0.0001,0,0,-1,163,1.402
HLZ-XHY,60,18:30-19:30,0.001,0,0,0,163,1.424
HLZ-XHY,60,18:30-19:30,0.0005,1,0,-1,163,1.541
HLZ-XHY,60,18:30-19:30,0.001,2,0,0,163,1.542
HLZ-XHY,60,18:30-19:30,0.0001,-1,0,0,163,1.544
HLZ-XHY,60,18:30-19:30,0.005,0,1,1000,163,1.544
HLZ-XHY,60,18:30-19:30,0.001,2,1,-1,163,1.578
HLZ-XHY,60,19:00-20:00,0.005,0,0,1,222,1.35
HLZ-XHY,60,19:00-20:00,0.005,0,0,-1,222,1.35
HLZ-XHY,60,19:00-20:00,0.01,2,0,0,222,1.547
HLZ-XHY,60,19:00-20:00,0.01,2,1,0,222,1.571
HLZ-XHY,60,19:00-20:00,0.1,2,1,-1,222,1.627
HLZ-XHY,60,19:00-20:00,0.5,0,0,1,222,1.689
HLZ-XHY,60,19:00-20:00,0.5,0,1,-1,222,1.699
HLZ-XHY,60,19:00-20:00,0.001,2,0,-1,222,1.703
HLZ-XHY,60,19:30-20:30,0.0005,0,1,1,409,0.836
HLZ-XHY,60,19:30-20:30,0.0001,0,0,-1,409,0.856
HLZ-XHY,60,19:30-20:30,0.0005,1,0,100,409,0.878
HLZ-XHY,60,19:30-20:30,0.0005,1,1,1000,409,0.885
HLZ-XHY,60,19:30-20:30,0.0005,-1,0,-1,409,0.89
HLZ-XHY,60,19:30-20:30,0.0005,-1,0,-1,409,0.891
HLZ-XHY,60,19:30-20:30,0.0005,3,0,0,409,0.896
HLZ-XHY,60,19:30-20:30,0.0005,-1,1,100,409,0.896
HLZ-XHY,60,20:00-21:00,0.005,2,1,10,192,0.592
HLZ-XHY,60,20:00-21:00,0.001,0,1,0,192,0.618
HLZ-XHY,60,20:00-21:00,0.001,0,0,-1,192,0.619
HLZ-XHY,60,20:00-21:00,0.001,2,0,-1,192,0.644
HLZ-XHY,60,20:00-21:00,0.001,3,1,100,192,0.646
HLZ-XHY,60,20:00-21:00,0.001,0,0,10,192,0.646
HLZ-XHY,60,20:00-21:00,0.001,1,0,-1,192,0.648
HLZ-XHY,60,20:00-21:00,0.005,-1,0,1000,192,0.652
HLZ-XHY,60,20:30-21:30,0.0001,2,0,-1,152,0.478
HLZ-XHY,60,20:30-21:30,0.0001,0,1,1000,152,0.486
HLZ-XHY,60,20:30-21:30,0.001,1,1,100,152,0.488
HLZ-XHY,60,20:30-21:30,0.005,-1,0,100,152,0.492
HLZ-XHY,60,20:30-21:30,0.0001,0,0,1,152,0.492
HLZ-XHY,60,20:30-21:30,0.0001,2,0,1000,152,0.493
HLZ-XHY,60,20:30-21:30,0.005,3,0,-1,152,0.493
HLZ-XHY,60,20:30-21:30,0.0001,2,1,1000,152,0.495
HLZ-XHY,60,21:00-22:00,0.001,2,0,-1,222,0.935
HLZ-XHY,60,21:00-22:00,0.005,3,0,0,222,0.99
HLZ-XHY,60,21:00-22:00,0.001,2,2,-1,222,1.016
HLZ-XHY,60,21:00-22:00,0.005,2,2,0,222,1.029
HLZ-XHY,60,21:00-22:00,0.005,2,1,1,222,1.033
HLZ-XHY,60,21:00-22:00,0.005,3,1,0,222,1.04
HLZ-XHY,60,21:00-22:00,0.005,0,0,0,222,1.045
HLZ-XHY,60,21:00-22:00,0.001,2,1,1,222,1.07
HLZ-XHY,60,07:30-08:30,0.5,0,1,10,194,21.287
HLZ-XHY,60,07:30-08:30,0.5,0,1,-1,194,21.462
HLZ-XHY,60,07:30-08:30,0.5,0,1,1000,194,23.78
HLZ-XHY,60,07:30-08:30,0.0005,0,1,1,194,24.016
HLZ-XHY,60,07:30-08:30,0.5,-1,1,10,194,25.51
HLZ-XHY,60,07:30-08:30,0.05,1,0,100,194,25.519
HLZ-XHY,60,07:30-08:30,0.05,-1,0,-1,194,25.644
HLZ-XHY,60,07:30-08:30,0.1,-1,0,1000,194,25.672
HLZ-XHY,60,21:30-22:30,0.005,1,3,-1,230,0.431
HLZ-XHY,60,21:30-22:30,0.0005,-1,2,-1,230,0.442
HLZ-XHY,60,21:30-22:30,0.001,-1,0,0,230,0.45
HLZ-XHY,60,21:30-22:30,0.0001,2,3,0,230,0.45
HLZ-XHY,60,21:30-22:30,0.0001,1,0,-1,230,0.451
HLZ-XHY,60,21:30-22:30,0.005,1,1,0,230,0.462
HLZ-XHY,60,21:30-22:30,0.005,1,0,-1,230,0.464
HLZ-XHY,60,21:30-22:30,0.005,1,1,0,230,0.466
HLZ-XHY,60,22:00-23:00,0.005,3,1,100,59,0.383
HLZ-XHY,60,22:00-23:00,0.001,2,0,1000,59,0.383
HLZ-XHY,60,22:00-23:00,0.001,0,1,1000,59,0.383
HLZ-XHY,60,22:00-23:00,0.001,-1,1,10,59,0.384
HLZ-XHY,60,22:00-23:00,0.005,-1,1,10,59,0.385
HLZ-XHY,60,22:00-23:00,0.005,-1,1,10,59,0.385
HLZ-XHY,60,22:00-23:00,0.005,3,1,10,59,0.386
HLZ-XHY,60,22:00-23:00,0.005,0,1,10,59,0.387
QHZ-CPZ,60,06:00-07:00,0.001,0,0,0,44,13.809
QHZ-CPZ,60,06:00-07:00,0.01,0,1,10,44,13.881
QHZ-CPZ,60,06:00-07:00,0.01,0,0,1,44,13.903
QHZ-CPZ,60,06:00-07:00,0.01,0,0,0,44,13.905
QHZ-CPZ,60,06:00-07:00,0.01,0,1,-1,44,13.938
QHZ-CPZ,60,06:00-07:00,0.5,0,0,0,44,14.725
QHZ-CPZ,60,06:00-07:00,0.1,0,3,100,44,14.947
QHZ-CPZ,60,06:00-07:00,0.5,2,2,100,44,14.965
QHZ-CPZ,60,08:00-09:00,0.01,0,1,0,182,14.853
QHZ-CPZ,60,08:00-09:00,0.005,0,0,1,182,16.484
QHZ-CPZ,60,08:00-09:00,0.001,0,0,1,182,16.502
QHZ-CPZ,60,08:00-09:00,0.5,0,0,-1,182,17.122
QHZ-CPZ,60,08:00-09:00,0.5,0,1,0,182,17.142
QHZ-CPZ,60,08:00-09:00,0.5,0,1,-1,182,17.226
QHZ-CPZ,60,08:00-09:00,0.5,0,1,1,182,17.797
QHZ-CPZ,60,08:00-09:00,0.1,0,0,1,182,18.922
QHZ-CPZ,60,08:30-09:30,0.01,1,1,1000,155,17.065
QHZ-CPZ,60,08:30-09:30,0.05,0,0,1000,155,18.067
QHZ-CPZ,60,08:30-09:30,0.05,0,1,0,155,18.363
QHZ-CPZ,60,08:30-09:30,0.001,0,0,1,155,18.485
QHZ-CPZ,60,08:30-09:30,0.05,0,1,1,155,18.532
QHZ-CPZ,60,08:30-09:30,0.5,0,0,10,155,18.709
QHZ-CPZ,60,08:30-09:30,0.01,0,0,0,155,18.748
QHZ-CPZ,60,08:30-09:30,0.05,-1,0,100,155,20.05
QHZ-CPZ,60,09:00-10:00,0.005,0,1,1,166,16.324
QHZ-CPZ,60,09:00-10:00,0.01,0,1,1,166,16.38
QHZ-CPZ,60,09:00-10:00,0.5,0,0,10,166,16.909
QHZ-CPZ,60,09:00-10:00,0.01,1,1,0,166,17.085
QHZ-CPZ,60,09:00-10:00,0.005,1,0,0,166,17.125
QHZ-CPZ,60,09:00-10:00,0.5,0,1,-1,166,17.169
QHZ-CPZ,60,09:00-10:00,0.05,0,1,-1,166,17.205
QHZ-CPZ,60,09:00-10:00,0.5,0,1,-1,166,17.282
QHZ-CPZ,60,09:30-10:30,0.0005,0,0,1,159,13.326
QHZ-CPZ,60,09:30-10:30,0.0005,0,0,1,159,13.384
QHZ-CPZ,60,09:30-10:30,0.1,0,1,1,159,15.347
QHZ-CPZ,60,09:30-10:30,0.5,0,0,0,159,15.706
QHZ-CPZ,60,09:30-10:30,0.05,0,1,10,159,15.99
QHZ-CPZ,60,09:30-10:30,0.05,0,0,1,159,18.888
QHZ-CPZ,60,09:30-10:30,0.0005,0,1,1000,159,19.816
QHZ-CPZ,60,09:30-10:30,0.005,0,1,100,159,19.946
QHZ-CPZ,60,10:00-11:00,0.005,0,0,100,160,12.962
QHZ-CPZ,60,10:00-11:00,0.01,0,0,0,160,14.524
QHZ-CPZ,60,10:00-11:00,0.005,0,1,-1,160,14.549
QHZ-CPZ,60,10:00-11:00,0.01,0,1,-1,160,14.744
QHZ-CPZ,60,10:00-11:00,0.05,0,1,1000,160,14.977
QHZ-CPZ,60,10:00-11:00,0.01,-1,0,100,160,15.005
QHZ-CPZ,60,10:00-11:00,0.05,0,1,1000,160,15.008
QHZ-CPZ,60,10:00-11:00,0.001,0,0,10,160,15.653
QHZ-CPZ,60,10:30-11:30,0.05,0,1,10,301,14.994
QHZ-CPZ,60,10:30-11:30,0.0001,0,1,1,301,15.359
QHZ-CPZ,60,10:30-11:30,0.001,0,0,1000,301,17.537
QHZ-CPZ,60,10:30-11:30,0.05,-1,1,1,301,18.167
QHZ-CPZ,60,10:30-11:30,0.1,1,1,1,301,18.189
QHZ-CPZ,60,10:30-11:30,0.1,-1,0,100,301,18.417
QHZ-CPZ,60,10:30-11:30,0.01,2,1,-1,301,18.477
QHZ-CPZ,60,10:30-11:30,0.0001,0,1,1000,301,18.761
QHZ-CPZ,60,11:00-12:00,0.001,0,0,100,154,10.603
QHZ-CPZ,60,11:00-12:00,0.1,0,1,100,154,11.322
QHZ-CPZ,60,11:00-12:00,0.05,0,0,100,154,11.328
QHZ-CPZ,60,11:00-12:00,0.1,0,1,100,154,11.409
QHZ-CPZ,60,11:00-12:00,0.5,0,1,0,154,11.749
QHZ-CPZ,60,11:00-12:00,0.05,0,1,1,154,11.803
QHZ-CPZ,60,11:00-12:00,0.01,2,1,100,154,11.818
QHZ-CPZ,60,11:00-12:00,0.1,-1,0,1000,154,12.787
QHZ-CPZ,60,06:30-07:30,0.005,0,0,1000,42,15.31
QHZ-CPZ,60,06:30-07:30,0.0005,0,0,100,42,15.313
QHZ-CPZ,60,06:30-07:30,0.0005,1,0,1000,42,15.317
QHZ-CPZ,60,06:30-07:30,0.001,2,0,1000,42,15.32
QHZ-CPZ,60,06:30-07:30,0.0005,1,0,1000,42,15.338
QHZ-CPZ,60,06:30-07:30,0.0005,1,1,100,42,15.411
QHZ-CPZ,60,06:30-07:30,0.001,-1,0,1000,42,15.465
QHZ-CPZ,60,06:30-07:30,0.005,0,1,-1,42,15.479
QHZ-CPZ,60,11:30-12:30,0.05,0,1,100,193,12.341
QHZ-CPZ,60,11:30-12:30,0.05,0,1,100,193,12.409
QHZ-CPZ,60,11:30-12:30,0.05,-1,1,100,193,13.83
QHZ-CPZ,60,11:30-12:30,0.05,1,1,100,193,13.832
QHZ-CPZ,60,11:30-12:30,0.05,-1,1,1000,193,13.871
QHZ-CPZ,60,11:30-12:30,0.1,1,0,100,193,13.944
QHZ-CPZ,60,11:30-12:30,0.05,0,0,1,193,14.484
QHZ-CPZ,60,11:30-12:30,0.01,0,3,100,193,16.679
QHZ-CPZ,60,12:00-13:00,0.1,0,0,-1,318,14.293
QHZ-CPZ,60,12:00-13:00,0.1,0,0,100,318,16.684
QHZ-CPZ,60,12:00-13:00,0.1,0,0,1000,318,16.728
QHZ-CPZ,60,12:00-13:00,0.005,0,3,0,318,19.694
QHZ-CPZ,60,12:00-13:00,0.01,1,1,1000,318,20.167
QHZ-CPZ,60,12:00-13:00,0.01,-1,1,1000,318,20.193
QHZ-CPZ,60,12:00-13:00,0.005,1,0,-1,318,20.612
QHZ-CPZ,60,12:00-13:00,0.001,0,3,10,318,21.217
QHZ-CPZ,60,12:30-13:30,0.1,1,1,100,256,9.698
QHZ-CPZ,60,12:30-13:30,0.005,0,0,10,256,9.815
QHZ-CPZ,60,12:30-13:30,0.5,0,1,-1,256,10.334
QHZ-CPZ,60,12:30-13:30,0.05,-1,1,1000,256,10.341
QHZ-CPZ,60,12:30-13:30,0.5,1,0,1000,256,10.456
QHZ-CPZ,60,12:30-13:30,0.0001,0,2,1000,256,10.823
QHZ-CPZ,60,12:30-13:30,0.001,0,3,100,256,10.911
QHZ-CPZ,60,12:30-13:30,0.01,-1,1,-1,256,11.22
QHZ-CPZ,60,13:00-14:00,0.1,0,0,0,327,8.404
QHZ-CPZ,60,13:00-14:00,0.5,0,0,-1,327,8.822
QHZ-CPZ,60,13:00-14:00,0.001,0,2,0,327,9.09
QHZ-CPZ,60,13:00-14:00,0.001,0,2,-1,327,9.111
QHZ-CPZ,60,13:00-14:00,0.01,0,2,0,327,9.213
QHZ-CPZ,60,13:00-14:00,0.01,0,3,-1,327,9.267
QHZ-CPZ,60,13:00-14:00,0.05,0,1,-1,327,9.589
QHZ-CPZ,60,13:00-14:00,0.05,0,3,0,327,10.182
QHZ-CPZ,60,13:30-14:30,0.0001,0,0,-1,234,7.67
QHZ-CPZ,60,13:30-14:30,0.0005,0,1,-1,234,7.702
QHZ-CPZ,60,13:30-14:30,0.0001,0,0,-1,234,7.729
QHZ-CPZ,60,13:30-14:30,0.005,0,1,10,234,10.219
QHZ-CPZ,60,13:30-14:30,0.0005,-1,1,-1,234,12.38
QHZ-CPZ,60,13:30-14:30,0.0005,1,1,10,234,12.512
QHZ-CPZ,60,13:30-14:30,0.01,-1,0,-1,234,12.571
QHZ-CPZ,60,13:30-14:30,0.0001,1,1,-1,234,12.585
QHZ-CPZ,60,14:00-15:00,0.001,0,0,10,255,4.378
QHZ-CPZ,60,14:00-15:00,0.005,0,0,10,255,4.387
QHZ-CPZ,60,14:00-15:00,0.01,0,0,1,255,5.169
QHZ-CPZ,60,14:00-15:00,0.005,0,0,-1,255,5.358
QHZ-CPZ,60,14:00-15:00,0.005,2,1,-1,255,5.477
QHZ-CPZ,60,14:00-15:00,0.001,2,1,-1,255,5.569
QHZ-CPZ,60,14:00-15:00,0.005,0,1,0,255,5.586
QHZ-CPZ,60,14:00-15:00,0.005,2,1,-1,255,5.674
